kind,wp_id,source_url,local_path,used_by,status
attachment,343,https://humancompatible.ai/app/uploads/2020/11/dawn-song.jpg,public/app/uploads/2020/11/dawn-song.jpg,attachment parent 342,ok
attachment,345,https://humancompatible.ai/app/uploads/2020/11/demian-pouzo.jpg,public/app/uploads/2020/11/demian-pouzo.jpg,attachment parent 344,ok
attachment,347,https://humancompatible.ai/app/uploads/2020/11/dmitrii-krasheninnikov.jpg,public/app/uploads/2020/11/dmitrii-krasheninnikov.jpg,attachment parent 346,ok
attachment,349,https://humancompatible.ai/app/uploads/2020/11/eric-michaud.jpg,public/app/uploads/2020/11/eric-michaud.jpg,attachment parent 348,ok
attachment,351,https://humancompatible.ai/app/uploads/2020/11/harry-giles.png,public/app/uploads/2020/11/harry-giles.png,attachment parent 350,ok
attachment,353,https://humancompatible.ai/app/uploads/2020/11/jacobsteinhardt.png,public/app/uploads/2020/11/jacobsteinhardt.png,attachment parent 352,ok
attachment,355,https://humancompatible.ai/app/uploads/2020/11/jess-riedel.jpg,public/app/uploads/2020/11/jess-riedel.jpg,attachment parent 354,ok
attachment,357,https://humancompatible.ai/app/uploads/2020/11/johannes-treutlein.jpg,public/app/uploads/2020/11/johannes-treutlein.jpg,attachment parent 356,ok
attachment,359,https://humancompatible.ai/app/uploads/2020/11/john-zysman.jpg,public/app/uploads/2020/11/john-zysman.jpg,attachment parent 358,ok
attachment,361,https://humancompatible.ai/app/uploads/2020/11/juliana-schroeder.jpg,public/app/uploads/2020/11/juliana-schroeder.jpg,attachment parent 360,ok
attachment,363,https://humancompatible.ai/app/uploads/2020/11/karthika.jpg,public/app/uploads/2020/11/karthika.jpg,attachment parent 362,ok
attachment,365,https://humancompatible.ai/app/uploads/2020/11/ken-goldberg.jpg,public/app/uploads/2020/11/ken-goldberg.jpg,attachment parent 364,ok
attachment,367,https://humancompatible.ai/app/uploads/2020/11/lara-buchak.jpg,public/app/uploads/2020/11/lara-buchak.jpg,attachment parent 366,ok
attachment,369,https://humancompatible.ai/app/uploads/2020/11/lawrence-chan.jpg,public/app/uploads/2020/11/lawrence-chan.jpg,attachment parent 368,ok
attachment,371,https://humancompatible.ai/app/uploads/2020/11/mariano-florentio-cuellar.jpg,public/app/uploads/2020/11/mariano-florentio-cuellar.jpg,attachment parent 370,ok
attachment,373,https://humancompatible.ai/app/uploads/2020/11/marion-fourcade.jpg,public/app/uploads/2020/11/marion-fourcade.jpg,attachment parent 372,ok
attachment,375,https://humancompatible.ai/people/matthew-rahtz/matthew-rahtz-jpg/,,attachment parent 374,broken-record (file missing on server)
attachment,377,https://humancompatible.ai/app/uploads/2020/11/meir-friedenberg.jpg,public/app/uploads/2020/11/meir-friedenberg.jpg,,ok
attachment,379,https://humancompatible.ai/app/uploads/2020/11/micah-carroll.png,public/app/uploads/2020/11/micah-carroll.png,attachment parent 378,ok
attachment,381,https://humancompatible.ai/app/uploads/2020/11/michael-dennis.jpg,public/app/uploads/2020/11/michael-dennis.jpg,attachment parent 380,ok
attachment,383,https://humancompatible.ai/app/uploads/2020/11/michael-littman.jpg,public/app/uploads/2020/11/michael-littman.jpg,attachment parent 382,ok
attachment,385,https://humancompatible.ai/app/uploads/2020/11/michael-mcdonald.jpg,public/app/uploads/2020/11/michael-mcdonald.jpg,attachment parent 384,ok
attachment,387,https://humancompatible.ai/people/moritz-hardt/moritz-hardt-jpg/,,attachment parent 386,broken-record (file missing on server)
attachment,389,https://humancompatible.ai/app/uploads/2020/11/neel-alex.jpg,public/app/uploads/2020/11/neel-alex.jpg,attachment parent 388,ok
attachment,391,https://humancompatible.ai/app/uploads/2020/11/nika-haghtalab.jpg,public/app/uploads/2020/11/nika-haghtalab.jpg,attachment parent 390,ok
attachment,393,https://humancompatible.ai/app/uploads/2020/11/niko-kolodny.jpg,public/app/uploads/2020/11/niko-kolodny.jpg,attachment parent 392,ok
attachment,395,https://humancompatible.ai/app/uploads/2020/11/noor-brody.png,public/app/uploads/2020/11/noor-brody.png,,ok
attachment,397,https://humancompatible.ai/app/uploads/2020/11/pedro-freire.jpg,public/app/uploads/2020/11/pedro-freire.jpg,attachment parent 396,ok
attachment,399,https://humancompatible.ai/people/pulkit-verma/pulkit-verma-jpg/,,attachment parent 398,broken-record (file missing on server)
attachment,401,https://humancompatible.ai/app/uploads/2020/11/rachel-freedman.jpg,public/app/uploads/2020/11/rachel-freedman.jpg,attachment parent 400,ok
attachment,403,https://humancompatible.ai/app/uploads/2020/11/rediet-abebe.jpg,public/app/uploads/2020/11/rediet-abebe.jpg,attachment parent 402,ok
attachment,405,https://humancompatible.ai/people/rohin-shah/rohin-jpg-3/,,attachment parent 404,broken-record (file missing on server)
attachment,407,https://humancompatible.ai/app/uploads/2020/11/sam-toyer.jpg,public/app/uploads/2020/11/sam-toyer.jpg,attachment parent 406,ok
